-4.446565476829290008e-03,-8.643090036035466772e-02,-5.367916779168281360e-01,4.783455841981564816e-01,1.134872249726512766e-01,-7.118802534516420477e-02,1.778264759497136804e-01,2.971154207483676646e-01,-9.751793613574424868e-02,-2.508750952293944403e-01
-4.462487994656105100e-03,1.465596145924629168e-01,7.617349196170625225e-02,7.391821074744835129e-02,1.140196095425038449e-02,1.082839467684511281e-01,-1.731698626067856017e-01,-3.706490207048260960e-02,-1.724566341040493778e-01,-5.220403744165929422e-02
-1.187330775280079354e-02,3.230294520324333840e-02,2.530516173048490483e-02,-6.764929818082225654e-02,-6.816836194247866132e-02,9.646939244582666828e-03,-7.606403493600565231e-03,5.113269455303820488e-02,4.754883027502121440e-02,6.953803313118908994e-04
-7.621729988570194458e-02,4.516569268426370853e-02,1.070496144357543922e-01,-6.547513233131153909e-02,1.169626564833919045e-02,2.086850857680336846e-01,-1.285534468265392138e-01,-1.271313313496725828e-01,-8.678425936607216118e-02,8.777149487062314848e-02
7.440976799028231788e-03,8.435740635510762669e-03,7.316463811126220490e-03,-1.718834940598807856e-02,-3.799502491027141431e-03,8.890591730233940795e-03,-2.204211114430618818e-03,5.649631115436671083e-03,-8.462481509802811941e-03,1.971668964037412430e-02
-3.036297004625663210e-01,7.854897301079839800e-02,6.919644723807645281e-01,7.295904935907351341e-01,-5.200032463096661006e-01,-1.621099179780194355e-01,-4.065623703071758466e-01,1.104536268088689654e+00,-4.069086752240432259e-01,-8.002265104846403299e-01
7.656802222826412582e-03,-6.295026482510702841e-03,-1.548421581913328850e-03,4.998993786315550185e-03,4.070767365051214393e-03,-1.264747283359100340e-02,1.697607752601968658e-03,5.803364450371518816e-03,-1.241835212913516839e-02,1.067740111413049628e-02
-5.029805893409190071e-02,6.412158655872046698e-01,3.722338156382562491e-01,-1.539629187407012045e+00,4.644896414945648422e-02,-1.010143619234411316e+00,5.412491484319842394e-01,3.829766186046093535e-01,2.201866106246241628e-01,4.207855457765335427e-01
-1.787819086615042782e-03,5.242643832746219160e-03,2.527075052996206536e-03,3.766411408206494105e-03,6.420108172205604702e-03,-4.562225762507631302e-03,1.600592559457421349e-02,7.858588848047323022e-03,9.872946157897511538e-03,4.051430832602405385e-03
1.852949466967061809e-02,1.234792122401148252e-02,-3.176624722161922130e-03,3.966272703158002706e-04,-3.473244764422556401e-03,-1.899473071721343234e-02,6.839178621749370315e-03,7.616905360779030985e-03,1.297570890991051572e-02,-4.125745115151826549e-03
8.347193460155084843e-02,5.869620216381608024e-01,4.870627706120043143e-01,8.968188840900632730e-01,2.520764046988453466e-01,-2.412334221470839424e+00,-7.867015639766732349e-01,4.505271773972884808e-01,7.944807334888073780e-02,3.000766330006436888e-01
-8.202695042979014917e-02,-2.215891192726471004e-01,-5.183594108575445558e-02,4.216746992649414438e-01,4.216641487675113625e-02,4.077745294309456092e-01,4.798094632193835446e-02,-8.932704283637131759e-01,5.720420654399940297e-01,-1.843328840238644406e-01
4.329564875122526857e-02,-2.426624598179505377e-01,-5.900681663549725009e-01,1.642471671831099156e-01,-2.925302327258295088e-01,4.770237987987930306e-01,2.765562828750801616e-01,-1.214603340670554754e+00,7.391535455005959765e-01,5.875255004036227247e-01
2.286383907435638740e-01,-1.574951187513629336e-01,3.869513771478704650e-02,-4.444952589126382470e-01,5.265805908623001352e-01,1.583286353657690215e-01,-2.542015657897329639e-01,-7.422757181247421343e-01,5.361507320374138130e-01,1.063681554880196722e-01
2.169262069789779646e-01,-2.065202408854342198e-01,3.481410557100708125e-01,-2.650807186735151810e-01,3.987876048717011734e-01,-2.416738488450004968e-02,-2.391795889380342877e-01,5.682512173942859679e-01,4.582377184886234772e-02,-8.181416486947344913e-01
2.424177328480536797e-01,7.225907160240623017e-02,-2.482341520559634418e-01,-2.814874169007075544e-01,4.115001226714599114e-01,-3.104014419562444241e-03,4.921506488410717362e-01,8.992661173502278782e-01,-1.892806285268298361e-01,-1.385369161633218216e+00
7.714498528382367493e-01,-3.684096299616660963e-01,8.347804550818568314e-01,7.457595743750568273e-02,-1.463931861109701638e+00,-1.957000672966280330e-02,-3.053845868627931281e-01,7.576846246779344041e-01,-1.492384834785397130e-01,-1.387880069347393330e-01
3.254245830253670868e-01,-3.389168671476194827e-01,4.986572687422973632e-02,8.078336475980284481e-01,-5.047334222500530210e-01,7.172911605752260167e-01,-2.180153322109977532e-01,1.573216867500572824e-01,-1.037346435163262859e+00,6.895463030015694383e-02
-7.927544098123421312e-01,4.898533892200713225e-01,-3.967471741037788269e-02,7.492775232067690194e-02,3.551390354826728935e-01,-2.046188797345871169e-01,1.535550879986340156e-01,-7.294365554214418679e-02,-4.144466753767174494e-02,4.884291718207765115e-02
-2.013256277315540049e-02,-4.210855076745451814e-02,4.799245205722493801e-01,-3.695580740922680407e-01,4.156419822399057828e-01,-1.324166342018425535e+00,7.602413486488749372e-01,6.384081466718144471e-01,-4.090059215553579208e-01,-1.417557711884394611e-01
7.818733064468777342e-04,-2.353349509801910561e-03,-1.423018990356274792e-02,8.816041710072769835e-03,4.061643411494102011e-03,-5.243662737784670659e-03,4.991184458091805880e-03,-1.241177509603590655e-02,4.055975479377861917e-03,-1.366227694503105872e-03
-3.828157282886620466e-02,-4.596465293682508446e-01,-1.189507888750240688e-01,-6.646957165461002681e-01,1.664621324353484366e-01,-6.471078907379152617e-03,2.695413597812259532e-01,5.417516089604680340e-01,-4.541892487925785482e-01,7.482434261403579923e-01
-1.889821575049868262e-03,-1.278616115496721863e-02,-1.544201688466434290e-02,6.464876543453654950e-03,-1.736342103134389664e-02,-7.534983333964058103e-03,4.018154077004159469e-03,4.908007318872300781e-03,5.933629566222095413e-03,-8.590656372511357164e-03
-1.681944854447306736e-01,6.871530357933867961e-02,2.294098568501306001e-01,-2.319965050379764748e-01,7.030344728236751495e-01,4.348198481479299826e-02,-3.343582406729160295e-01,-2.623616326440248239e-02,7.294292084409150778e-01,-1.028506518041363949e+00
1.216113151531381109e-01,1.566886259743903165e-01,-5.092940575592969088e-01,-5.454137787663178027e-01,-7.247918259914148953e-01,3.100496152597079780e-01,1.609285301639855614e-01,-7.221943517662468559e-02,5.262898968221616514e-01,5.349586496096695454e-01
